Plaintext,Encryption Key,EM Traces
808702A3C0C91F21,A1B2C3D4E5F6G7H8,0.9210688899962345 -0.002184328133315246 0.008028230795907268 -0.009569377528896883 0.00037570671762787895 -0.021377175018074682 0.011623013992821408 0.015644158213533793 1.1512692155901016 -0.013874406046520838 -0.015565786356604954 0.0008364009281931895 -0.0042711506629844855 1.0615519824919126 1.1074694847853699 1.1716660927983045 -0.04666801935460679 7.611048110931412e-05 0.018478762746928418 0.02808059799287158 -0.0013590770769827262 -0.009286361155610021 1.1234889758306597 -0.020501271083205805 1.0360725571908975 -0.030361189963027314 1.1673592007393674 0.0002134791229535955 -0.02432294901861114 -0.0015834098494141888 1.0408573841084034 0.8538249623749676 0.9793795756254462 1.1595325646616241 -0.00322165592149308 -0.005910959167386973 0.013447244994684604 -0.03442926494679753 0.019404769301126893 0.02758120185845912 1.1755326070293515 1.137790975895869 -0.013777255259450616 0.007900732834377752 0.8923087420086426 0.029761148481980217 -0.015704698110783552 1.1621537552569599 0.006045661660060667 -0.032698381062995385 -0.021842141645271013 1.1542018716663291 1.1127718714112138 1.1919780852955895 1.0180301046772249 0.8534739927420244 -0.03664973115800562 0.034934898878058285 0.8582968825955524 0.000991074619116639 0.001726281713836663 0.006256286119328693 0.009249058666701993 1.1197505801193495
7D262B1A3FF48F4A,A1B2C3D4E5F6G7H8,0.010448205538003406 1.0608412659929933 0.9060352037017675 0.9155470827140916 0.9550194107279626 1.0854817690761087 0.02096516552815312 0.9287380909158558 -0.0005661453447563557 -0.007156544438415062 0.9675665679244908 -0.0025841720980886496 0.0030698851711576185 0.8862822145260904 1.1585716148694005 -0.02922065684916502 -0.0034380364352680037 0.02790679480069815 1.089073254731487 -0.020415725801960192 1.0319114279296935 -0.03741072246398915 0.8637789050251101 1.0386704245866993 0.025344547491922085 -0.03897894587591748 0.012411253919768623 1.0127563501843022 1.0473505435970665 0.0038253657289831857 1.0410208859100003 0.007303690547242978 0.004832923967910911 -0.0021582642496627193 0.8765788863395554 0.9282544084621863 1.1739093153102487 0.871244574907544 0.9808936870297364 0.9936574785622133 1.0146279606678157 0.8972698658141157 1.059958626240154 0.9841531489560863 -0.030334292680888938 0.7996314125695432 -0.021298685916990592 0.011910340253708492 1.0935693192382387 -0.030483348642396452 0.013072667723268093 -0.044872231110751726 1.147617312075279 1.161473314728954 1.0550417363262588 0.8030973835256849 -0.006174710922917897 0.9414596999307396 0.01284509153658743 -0.02960005768198374 0.9867093195391288 0.004483938129150789 0.9328624283360103 0.013325213855040888
8A8D70C1F988F989,A1B2C3D4E5F6G7H8,1.0288149407616949 0.021386601400824552 -0.0047768990623956575 -0.011288843385720407 1.1914913693735885 0.02414234275786444 0.8221810779106715 0.022922800934494322 1.0406035218517236 0.04051468190169242 -0.013107942314823484 0.00015121271528306112 1.0780629184844877 1.1835287456690966 0.013593554481437788 0.9851693316561941 0.001345180705968711 1.107759405281912 0.7832057543854787 1.0437400943454653 0.0028961449428421262 -0.01326723140013289 0.029733762959136035 -0.012842819078992214 0.960935195832511 1.022900124251409 0.005488740249330497 0.01745002458457138 0.02705775353058868 0.005374126773647232 0.0020177915217132144 0.9962043844541709 0.990103272539206 1.1604965187293637 1.0599603216716993 0.8895521900597693 0.9152405973040959 0.02895689522047614 0.03784948360030445 1.1750449721025558 1.0185826335915373 -0.02827550438117349 -3.11610770637237e-05 -0.03140326889565071 0.8218036437672457 -0.006519460952420176 -0.014843227998739206 0.02510501684375101 1.1135726296549318 0.9691200140018948 0.976709710306694 1.10296554441971 0.8579118303429416 0.010027220221152901 0.03268928882218985 1.028686729043557 0.9436643254059863 -0.03544482508265117 -0.018123851832257436 8.84215265141454e-05 1.1780071269289516 -0.023733809584127973 0.003509577678483897 1.0604273276591183
8C488E90072917F5,A1B2C3D4E5F6G7H8,0.9485912843067683 -0.05246797056371551 -0.011524239488452293 -0.02287408599783114 0.923468878087796 1.0080301855422298 0.005081578116454872 0.008525355118399587 0.015469998270808792 0.9635584543109875 -0.008359028275098953 -0.024695815168421814 0.9660626934263898 0.024805636320811862 -0.045496549406944364 -0.029961560864112727 0.9136438823737093 -0.042824982335006555 0.0006472948477417593 0.017209456190502875 0.9985252683531123 1.2054788760209223 0.9928511912350344 0.04246151178556115 1.1380425365555682 0.01049782151674052 -0.0134010908054022 1.0415989689856393 0.0033455372391295304 -0.01505816992414909 0.02794270856872495 -0.005802680228569545 0.013518811883088757 -0.008857845647616155 0.003169968483665501 -0.016204985234534956 -0.011650236715275134 0.8769683402099638 0.8705233503415499 0.94765946773441 -0.006729033201392369 -0.03220026540127889 0.9566127195757348 0.016686833459872704 1.1615085140973975 0.02593613679810063 0.04484039661413327 1.0194113394995212 0.0046277333139246955 0.0038040434837134027 -0.0031839229272837243 0.9076438178302793 0.005288801249750397 1.235220735385218 1.2149059479130981 0.9821825115488716 0.9185917409142739 0.8355002510174198 0.9403587465706658 0.9958384700686259 0.00941134256647751 1.1842953112259926 0.00718639909319385 0.8712243924964422
E37878E090D3B571,A1B2C3D4E5F6G7H8,1.1056513436106647 0.7999595793058842 1.1442356513610574 0.01234684981577969 0.010295597839108507 -0.02258083964429218 1.1352936296709555 0.9450524087497001 -0.02454655726941638 0.9569522029592266 1.1591707592219893 1.1635058422953612 0.9371927475443907 0.0013397670629739123 -0.007247231211987355 -0.017669676493353884 -0.0005868795384133938 0.9086350001403132 0.9736708773466113 0.942647922788003 1.128850510068244 0.00657955330341492 -0.004314919736250692 -0.019408011204062842 1.094919240382241 0.9966421343414155 0.9540361784953746 -0.03324162667802557 -0.05233468684933474 0.003221863008048983 -0.015252152100016177 0.005744986400541459 0.9269401203460165 -0.0147407609928979 0.0018343315137090421 0.9424960578978925 -0.026475467400134952 0.024165895280658233 -0.02047296893941706 0.012479935290438695 0.9787288256258919 1.095165330960942 0.03510659215239482 1.179277357314258 -0.020006253515492164 0.0015002385681732395 0.8348388730334462 1.1076049064916136 1.0298336081501285 0.0219709967228703 0.8101002986097433 1.147556678114315 -0.001793173587651382 1.1104998711850258 0.0098666553804664 1.1513894408100331 -0.00016677726401486426 0.8043659691054337 1.155864377558124 0.9256383911644533 -0.04019875690953719 -0.010883378437222096 -0.01486787759505119 0.8424820664682149
4B2AD952FCE92EDB,A1B2C3D4E5F6G7H8,0.03451108577063478 0.8538131618622955 0.008855422945423401 -0.0011615073472069513 0.8315104690143963 0.0016177448903668807 0.95665942931607 1.1071899229148232 0.04268983867225485 -0.016707254506036377 1.0131074252601238 0.018353499635021902 0.8941869655401705 0.022628935770137755 0.899486880895728 0.030304999082621457 0.9086700320025397 0.9301005034478356 -0.005587434825834192 0.819250384867517 0.8447950281982538 -0.021001922171120537 -0.018435621991332533 1.0048617777022983 -0.002928939736638436 1.157032882634654 -0.02075482934367146 0.8526922113962547 0.033029007215760825 -0.033758569139440545 0.9011339238267576 0.03047145708433174 1.2144080909475319 0.9764759887923551 0.8849354342940139 1.076834226988752 1.0372649340553375 0.9621813614797465 -0.03754404511023669 -0.032995006293899565 1.2083400056931435 1.0068984609014398 1.170296265525013 0.014411661307262257 1.2257826112044348 0.01590268380808245 -0.0007262964094059988 0.9354613057542297 -0.00491623116353202 -0.007672407174085961 0.8723771531090245 -0.01861685333799748 1.0600151412091672 0.9507493799290269 0.9974592662117004 0.02078291360598521 1.1315474223400066 1.0763732568899165 0.026263713212779594 0.8436708301360057 0.8857220825869506 0.004169990854180573 0.8814797278024233 1.1457988162207875
EE49C122F2A298A2,A1B2C3D4E5F6G7H8,1.1459839400671061 1.1437260581248987 0.9561080491642587 0.006126139862108169 1.1482373325074011 1.1316417679664679 0.9610521542590424 0.013170995973892312 0.031024689083404264 0.8778384068169469 -0.023324988584595977 -0.010493146040840987 1.0404027921601677 -0.004598822451123517 -0.023937243307069537 1.2019563404686093 1.0933163703536428 1.0749229848896458 0.015607690085567767 -0.001992945166313504 0.006965885168461047 -0.0113465429004882 -0.01807041341741222 1.03660612104968 -0.03930271902566961 -0.040730584585404524 1.0385951360251668 -0.021817879594333234 0.015303830444181241 -0.007857119124260242 0.8732152816163337 -0.016314817156072695 0.8402703505314661 0.8840153886904982 0.8875406992856367 0.8800956155226024 -0.04595777901071276 0.027101907057454296 1.0295912875652988 -0.00013023695277235067 0.9182643920848681 0.028949539399362827 0.8538077289425041 0.004472916473215122 0.015173647160589466 0.015306440046310248 1.1053201455902488 -0.019749102569676647 0.913140931559268 0.012545202693853837 0.007036971856202298 1.170530891669837 1.0650510391793053 -0.025122800783680056 -0.03232857367875946 -0.020188268310387086 0.9223431598131842 -0.025832524332122207 1.1660751857440241 -0.02104843527348757 0.00582164864908758 0.032704446902732484 0.9454356078567882 -0.03962712537587315
8F25D88D76505F12,A1B2C3D4E5F6G7H8,1.1676759810241115 0.0038425986627701864 0.0363865007970377 0.020444067570293316 0.8353636378446889 1.0887921803495706 0.9498347534493683 0.829165803585746 -0.006322588304098907 0.0272476764762174 0.9563745581274593 0.009254804132840822 -0.01012570876850889 1.1650678795305016 -0.006671669592523767 1.1141899872468592 0.985726183680237 0.9666191748781316 -0.008874806864762561 0.8023745851016129 0.9417889826119609 -0.02017693532435805 -0.02160833319124349 0.007823382096626504 1.0404609851885902 0.019559738271438365 -0.0080049248435963 -0.01570304789897776 0.9647864518081892 1.0435844327731048 -0.024272576996051436 1.077381651773431 -0.03523829821684418 1.073551627753899 1.2080298971174641 0.7999602815641439 0.0016447558311995464 0.8441696553331013 0.8681491972973943 -0.004395796267692729 -0.0038988034643456836 1.1936472935878848 0.009881062053291876 0.9723973465709018 0.015508176379157832 -0.008487613943178209 0.002612872882624106 0.0005166084284380699 0.02135346785744965 0.8678004608026908 -0.026410128180707287 1.163747403270938 1.0825958760395957 1.0145097347394099 1.1983233263800392 1.0279829954601667 -0.02420210027141081 -0.015006560504031836 0.0024219452008806598 0.97427409477368 0.024618835130959582 -0.008049118211643107 0.8419665630810159 0.00731308355230538
07E7841A8D0BD025,A1B2C3D4E5F6G7H8,-0.015064815984395345 -0.003119757512864214 -0.024669688228055348 -0.017009236204506756 0.0001675707313015236 0.8228594545530052 0.8354257198944286 0.7978481567275488 0.9028727680325228 0.9915798628979066 0.9493866339330906 -0.0426507245113876 -0.01713377607866761 1.060760040920039 1.0702709387778673 0.8371347767017491 0.9705477390660749 0.043195931691913686 -0.004487721863318959 -0.002648647002509358 0.006199858275511617 1.0736670565242925 0.012445301108922713 -0.0008142546654445107 0.004087255341763775 0.012517621382236476 -0.006436843059073036 1.0511926490938834 1.1578723627826926 -0.036825825099723375 1.1204008849777525 -0.01747638780253992 1.0045575010198715 -0.005231577168057988 0.003997348597629574 -0.037604311715671836 1.0606762261506208 1.029398297457385 -0.019160961407625333 0.9395239603739364 -0.003759995329145126 0.005862712600266339 0.009159203637988455 0.03683692607596371 1.2321882172791252 0.007134249189159279 0.979198348783658 1.110221961015842 0.8611866623123294 0.9011915772510531 -0.0027034094574716217 1.113354278999796 -0.002341012120735678 0.02334256773325115 0.0038743089023497 -0.020278999764120717 0.029628473479413525 0.0001981882508699432 0.9579790953227161 0.017933533439390803 0.011336908960390421 1.0425815518917192 -0.0068668261021273755 0.850420906381779
871F43EDFBF68CC2,A1B2C3D4E5F6G7H8,1.1815191173404562 2.060955813926923e-06 0.01248004765149828 -0.008496657068345246 -0.012047923241666345 0.916483862478052 1.0650186533232346 0.9899305325634917 -0.022048596997799798 0.019910263077865645 -0.006275068050847436 1.1018586858560158 0.8591003223784022 0.8955309676856053 1.158361091736771 0.9304094621793185 -0.018614301132598297 1.0598299771155726 0.017842727133290725 0.012550596579283589 0.018278666334535766 -0.014011265591214985 1.0762514504119995 0.9430190901972411 0.908224350921718 1.143953297666039 1.1193919866501711 0.04995241361109225 0.8853733117931767 0.97689580564456 -0.021091933496943313 1.1326480011924156 1.1230226805444612 1.0798136383182577 1.1954141097409963 0.9736931042524715 1.0073162948750352 -0.02940804885341029 1.1980373120630952 0.8739122015718709 1.0722496494346732 0.8217523650652147 1.188575090986745 1.1620715873357417 -0.008254627877881083 0.9377890977118561 1.183760458255159 -0.00587100036851482 1.078132917580806 0.02765802148065153 -0.023151637187891004 0.014477962809849632 0.7929224507619581 0.8067156087338971 -0.01570012403845673 -0.0024182998932655944 1.1638069761920302 0.9932251686801865 -0.0293060599661291 -0.036943232118087636 5.1041218538144796e-05 -0.038721762729230585 0.870262691892175 0.022271504377154763
5F0FA0255287E684,A1B2C3D4E5F6G7H8,-0.026731546689351925 1.0475701326284113 -0.04148561730702565 0.9593526873093264 1.1802439582278905 0.9038031830858843 0.9213158401949252 0.9961501979506541 0.01955935664618671 0.0010825556700202912 0.010328937037121613 0.001958900825623633 0.8938221734113194 0.8356290381741082 0.8217949365563562 1.157530442907511 0.863043698876058 -0.009271677011847035 0.9907809604185077 -0.00024741422986305144 0.015057738667833878 -0.03377591895609434 0.03717629834408248 0.02514545248992485 0.002638852576283805 -0.022536268014848967 0.9062444114213413 -0.009453949384095535 0.008792771320676728 1.1053590861494647 -0.016999200856257217 1.104692678930583 0.0007669242105956206 1.111187323108222 -0.027239477479005094 1.0892830842269319 -0.020072343859564294 0.002788451239865756 1.1809329449828228 -0.017005384894654106 0.8864481825666062 0.007849222777828267 0.030653263821703913 0.0011525329107112622 -0.003709035956380081 1.0734913647677642 1.0120098144966538 0.9531428555208293 1.1421126234997647 1.1236790129679042 1.1743512478673312 -0.02382926236649871 -0.006622186826683369 1.0913087435968416 1.0135887194286448 0.003258533224612328 0.8629925292915064 0.009493491082209586 0.03000780674850601 -0.008226489274056697 0.004307735927630419 1.1691285789366257 0.004135608037196787 -0.0038670070631215553
D41F3D449BD4B184,A1B2C3D4E5F6G7H8,0.932173924821451 0.9653925479012104 -0.02371974007879885 0.7871226942498276 0.04865729089220854 0.9596522077189243 0.014884918344174176 -0.011059617340535781 0.01439201159102126 0.022963739137684756 0.00697665445915378 0.9478769794790437 0.9998113916200284 1.043008725244664 0.8645158451322845 0.9852179480480368 -0.028395846665938706 0.03538118867229517 1.055059289183997 0.8946739532599947 0.9480134736442842 0.8287545198724819 -0.023889935848434872 1.1554165294779128 0.027433647183558063 1.0089195447209383 -0.008667519119535817 0.015476110671226957 0.031069312703311765 1.1063651295313623 -0.04696342984131552 -0.020380192074415833 0.7988216726673443 -0.034290509166508366 0.014479374858971602 0.9384992051253769 1.0166895707326793 -0.0347225442149285 1.1674461155425089 0.9673701570126262 1.1181553338979646 1.0553789009242105 -0.019383881091606707 1.1521840836030985 0.005956289909014873 0.8472488943387445 0.003090135137171956 0.014054952373807675 0.9399751493088363 0.008166467136792834 1.1282476533430998 1.1123287235919685 -0.011271237634917544 -0.003018697860950526 0.01605556713740482 1.050857765758549 1.0476265136023546 0.005346486773034053 -0.01695304787821673 0.020054545726231315 -0.014880085535524779 1.0398373509441396 0.009725972920712785 -0.012676257593015019
21153C60A28D68D8,A1B2C3D4E5F6G7H8,0.0032567578061412027 0.039825978950713346 0.8718513292531129 -0.02706888256784068 -0.022959861919235856 -0.001616991997089574 -0.00684782482713188 0.9434429209484587 -0.03684412011561021 -0.012163292657341679 -0.016009140932054775 1.1421630039406638 -0.002198255607131211 0.9903452590125712 -0.020066958475913107 1.068551643736389 -0.02172376658023224 0.005732713299058548 0.829675871234965 1.1338171650856435 1.1212883791545363 0.8978587101602286 -0.002643010071095234 -0.014135337104632047 0.027580171679527754 0.9536429505470642 0.8112853351021163 0.01753574145274919 0.004011719537939331 0.02248725220012039 -0.0016463725485461958 -0.011770333608071894 0.8154168483484578 0.017801963128250047 1.0928170183969812 -0.010679086713165252 -0.029832860836596913 -0.03294705771842042 0.825199207823302 -0.03740328238421514 0.9275299690865143 -0.0031761452025642566 -0.009947047566779285 0.008000466637048606 1.0748818830865403 0.987738484687587 -0.0037967102123604227 0.9537387073681606 -0.02049543501278485 0.9297547474098558 0.9993687962512108 -0.0016174136986391318 1.0047697599880647 0.03182885293633756 -0.00048790735568687767 -0.007599673961441688 0.9583700519291682 0.9945458618037617 0.03326259612059611 1.0477144287813402 0.8542585708927741 0.027230403370986648 -0.019420668194861074 0.013666995115681833
9E2A7277EE4B8193,A1B2C3D4E5F6G7H8,1.0684394649639501 -0.009713478396255129 0.026496651314301595 1.0989960999391026 0.8248784497466936 1.0467210770200883 0.9438152275178052 0.020931852726642157 0.0018042649449241687 -0.016929749005536506 1.0295771900357498 -0.00763416768927366 0.8654336356638802 0.02745803736164463 1.0282384878857695 -0.02278835817228648 -0.004802027722598942 1.0504456916131406 0.9949446148847432 1.187431596248386 0.017079891967356823 -0.009614437283162946 0.8451509518279222 0.0033828178133923853 -0.005923987787194147 1.0703433968613876 1.0793543070376763 1.1815522396106475 -0.0068986107448562465 1.209463775648168 1.1659708896596754 1.176583537964531 0.895634425269469 1.2090190659035123 0.9111321275323929 0.020159427411167236 1.058956098443123 1.1449388825095528 1.0695088113291638 -0.027680577595191505 -0.02662863218321181 0.9782263880135702 -0.019629132554854965 -0.016738854665853283 0.9420819569783055 -0.011458331249206428 0.8016897016536136 0.850014076862031 1.1468474041863803 -0.017939187032288056 -0.037575735897573556 -0.004253337090986405 -0.012513446307330757 -0.0021192992905108253 -0.01088496196955171 1.1384531480322149 0.9914433680615836 0.03055754202404085 -0.012751352382755377 1.222686331287231 -0.009904798268420582 0.005522691425728994 0.8847789881302015 1.068643053055893
AA3041C56A9A182D,A1B2C3D4E5F6G7H8,1.0806032092302889 0.009948386689652816 1.141987436874138 -0.03672972819428751 1.0850536989930406 -0.022809291212164375 1.0629699163375586 0.001265430341595399 -0.03857478697328598 -0.012998846200519706 1.1436139400845953 0.9757391504042512 0.0039465321865767 -0.02056183489360879 0.01803904322827388 0.024070068170456888 0.03005304376313755 0.8276624689497522 0.03274477519703931 0.012967607712638234 0.0023947162903690655 -0.017121342244102614 -0.02114711135184325 1.178403307710889 1.0901508813796643 1.063061504859687 0.0014866487043679025 -0.008020390717879636 -0.0069115583595322555 0.8755596293123366 0.007336782929643277 1.1487365119113029 0.032017289348653076 0.7876649506609366 0.8763318660287575 -0.008642599356395666 0.9109328219639845 -0.011435790553841646 1.0965548311141677 0.0032243772910545317 1.1930625603798715 -0.009428524415693494 -0.02031624902891302 1.1566267496221432 1.1071060929827437 0.018275718627263907 0.9745115166490881 0.028824880093262683 -0.002422402754582627 -0.0013651125769895836 -0.012512272613031386 1.0010171622037314 0.8788158585310186 -0.029801046466530614 -0.018567422767408786 0.004321562287443787 0.013092136602370666 0.01455996517952886 1.0944551493111065 0.0040788092177052706 0.8685573274804897 0.9051917094191619 0.024207014057048424 1.079522123620067
D72B2085054D2943,A1B2C3D4E5F6G7H8,0.8879437786439727 0.7978400285155057 -0.017143872866354097 1.1378903827523583 0.02734926844147304 1.0864573043516161 0.8408580948734706 0.7939955705014106 -0.03910040690844968 0.005425100462937108 1.2103406209937067 -0.013959324524046399 1.0917666368702903 -0.02519099652499634 0.8542470392012954 1.1221966895223578 0.009723803975817865 -0.008063720490375039 0.877967952129615 0.016644509184938625 0.004411860979024009 -0.0071267583810956815 0.00018141350231181983 0.014325766820733355 1.0596872016503895 -0.004776128267089154 -0.005745967578406849 -0.010842388695488456 -0.01539542107663854 1.0463049207615271 0.019831727475673466 1.1021254020319569 -0.0010432737629735402 -0.009487591392042341 -0.01658967495275612 -0.04050131096560412 0.014343186537989041 1.1462468391142089 0.03321108699747852 1.1007586457648735 0.025303718628759526 0.9902249892146332 0.02306451568370669 -0.006149321561870487 1.038100741512179 0.9680587156053708 0.01771376837662341 1.013508494163568 0.019685387900580244 -0.018196014576593457 0.9227969230085692 -0.017135013194273463 1.1044941747052248 -0.041458322885158154 0.01720667135099364 1.0159270263286322 0.0019813954338188766 0.8098515357294604 0.01651861403459042 -0.003509186824520763 -0.01863803150870975 0.005101667613368019 1.0329193204448281 1.1762029328628447
7311A66CB86443AC,A1B2C3D4E5F6G7H8,0.02412998826689758 1.0327516991118102 1.1061430719359617 0.9781205688034522 0.04079024069304876 0.00435662921948949 1.1675245140388266 0.9664655441242529 -0.0034666533129191334 0.0062044398522785775 -0.024458831851281466 0.8402435142030387 -0.01852711003484021 -0.008810839024453941 0.0003644296756870142 1.0423903733051785 0.9437334597557774 -0.014541998733947627 1.2128356133952998 0.010078671362795335 0.018872136977914553 1.201323459603538 1.1325670255789568 0.04558704849846291 0.04056256703451669 1.1532498760663592 0.8967920939420484 0.007613909920663999 1.0585643652684706 0.9592703656373522 -0.01874543024989677 -0.0002557107986684616 1.123346842064887 -0.01378768691623281 0.8844129742914043 0.8061030315504398 1.1277639940023465 -0.013705868164154365 -0.018170141893232496 -7.223525691765042e-05 -0.01081783005581377 1.0283869624463875 1.1103427479082826 0.003879709259473999 -0.04724111725240774 0.9041179023232276 -0.014629287662967321 -0.01041353782810091 0.03357059974843302 1.1614430662687731 -0.003260675201984191 -0.029218809178541853 0.019521788554431953 -0.013857558171342663 0.8777449407698886 1.0838313666778143 0.9614334602477401 -0.008906344173585379 1.1588440043125345 0.02063442099225733 0.992576985327592 1.0800705951197216 0.009948743581010132 0.003812960511808829
AE9A8662EB021523,A1B2C3D4E5F6G7H8,0.9446281573153456 -0.0172663362802228 1.026147958786069 0.014439843455961474 1.0901718686231214 1.1911823353328301 0.7963728624671658 0.038601329636283765 1.1952438352946329 -0.011468831289132746 -0.01689289750762621 0.9477970609202899 1.0619807820364042 -0.013574705095839591 1.145604740695133 -0.014251521051021912 0.9929321231737376 -0.019491364063041566 0.008489615312838032 0.010510705782093404 -0.003919140401746238 1.1772532033491472 1.094396086318434 0.013313592575081702 0.030282588671397784 0.9840449984006482 1.0887555378995621 0.03806371055453699 -0.005819418936294784 0.006861758413961792 1.1470762484166899 0.037036408705671 0.8091068466347269 0.9350160363542241 1.0221587200939963 0.03177045690675126 1.0769800344877143 0.011406115514652242 1.1318810714839551 1.140688429803447 -0.0143035329836422 0.015598130352232557 -0.007492431498497106 -0.01852823330493443 -0.04114812844710098 0.00866018121020011 1.0118663305814959 0.027992827823840664 -0.019593399988507457 -0.012533689421578637 -0.036734491042917476 1.0090465211309214 -0.02503081239658338 1.1014078765618756 0.0011123091443721545 1.0195261351085894 0.006599702397378761 -0.007166129131851503 0.9753362527427808 0.02022253233460789 0.004478193286337943 0.048217270848144096 0.9766870314576086 1.2028566598759782
9243CC4822EB629B,A1B2C3D4E5F6G7H8,0.9564098462555826 0.03719963531236027 0.031158165508231854 1.0694398522898432 -0.030983426294405602 0.01946011596277848 0.9729160557537406 0.014984501597809754 0.003212601155173809 0.8362640666727144 0.0026950874305849853 0.03489999669522725 -0.029253283451261387 0.01095021561325126 0.9855317227775777 0.887694606596309 1.0242006177437708 0.8972323866328753 -0.00650844257927163 -0.00020643915332271102 1.146163977660644 0.7826839276401177 0.018187512062618177 -0.022318697869481537 0.02911817914285662 0.9149545892018718 -0.01516876020549728 0.04303774375116941 0.9075563435032892 0.019020764194424784 0.013773725961192694 0.026353965489377167 -0.0014786046418512975 0.0387675620671847 0.8587899586762928 -0.0020167799595243036 0.007970605584856147 0.005702412780214142 0.8849337042254384 -0.011719417809219113 1.00464072253165 1.0830698016683806 1.0200913517666483 -0.014604212658967455 0.9707547071843906 -0.0313140013465014 1.1376174347117907 1.042551892815407 0.009886405749122657 0.8748526920572297 0.8641897750197979 -0.011414232214001141 -0.012458775826251435 -0.0019072292726609612 0.9825400992738785 0.019346007521982966 0.8611075280778157 -0.01007716108777455 -0.02336240051546468 0.8979557752638556 0.8692358561122643 -0.014468759076155198 0.9089206577807969 1.0658376022419398
7DEC658C2979D925,A1B2C3D4E5F6G7H8,0.002022113699721291 1.1463095299379442 0.9191270273166531 0.9860268360099115 1.1811634118158474 1.007903916136323 0.027609698733582103 0.9483353477902847 0.8564029055823196 1.1273823613162606 0.9724931412973677 -0.012067275320667042 0.8421927855998813 1.0889093465172213 -0.001277769119688611 0.008873428098571504 -0.007771073071464086 1.0068406049549496 1.075744718286282 0.01069710413682246 0.0030311493626025802 0.9335891049377599 -0.0071913696826239005 0.9397166628305811 0.844575322850957 0.009411480804171422 0.02349137452214996 0.01210838086117147 0.8658249347346578 1.1191456106492856 -0.0010763168999741819 -0.02998111190984726 0.005607351978801438 -0.03494092990750526 0.9090717947518118 0.028014862244155284 0.9433251872884131 -0.011566046777486096 0.000901910063049357 0.8646402908279812 -0.011621050793237568 1.1151052430121853 0.9428047692859851 0.9754403495952775 1.0816616127249794 0.013863237049216747 -0.0024708941204054577 0.9342430793915353 0.9748060031188632 1.1744988871980808 0.009972426530993665 1.086289953551753 0.8927263706992526 -0.004703618081672012 0.017674578150314996 1.1397416114874106 -0.01148921666053545 -0.007503645152978045 1.0281594011946695 0.010543728973210995 -0.012077866387603749 1.0376929062195575 -0.028773987374708248 1.0671159685941634
71E6566CE53AE9EE,A1B2C3D4E5F6G7H8,-0.026890165174289816 0.9337675182279398 0.9577278380839579 0.9477590730609244 -0.001368736735930615 0.008550062705650308 -0.0017215344406304848 1.1705999618803622 1.0975279951986232 1.0817731385164953 1.1438880724720963 0.03103379684602403 0.0049984488333406915 0.9336044976271475 0.9994614222086925 -0.006357559668737346 -0.033716737346540314 0.8982827243815317 -0.02917926501944315 0.9798265126755185 -0.01802358828448142 1.1715163947507652 1.130849257188766 -0.01403375008957145 0.03308589966891141 0.8718066555293457 1.1273048091290967 -0.023575439692727133 0.8827473981003359 1.0920387265778952 0.002478989623046558 0.023793641771375846 0.8698460423123184 1.089159693382519 0.786527674870779 0.0042836742216950455 0.009985427385200621 1.0745724560475778 -0.0019533391963011313 1.0262489713233027 -0.005886084051008576 -0.013983836081163735 1.1769116483925761 1.1076451486020262 0.9235540836261465 0.0362215223065048 1.1967630836748149 -0.004037387570141118 1.0449017709202835 1.1040504256114527 1.1891369749831726 -0.010410330296415473 1.0710946886269672 0.002879795473697788 -0.015693208237755378 1.1084433901323036 1.033714758418934 1.0464179382165935 0.96108794363496 -0.03739811975549903 1.0814214592325528 1.0801900659731187 0.810397078571757 0.01823161423625777
6C86831C2AC5E7BE,A1B2C3D4E5F6G7H8,-0.019592987451967126 1.047584483834978 0.9710182054513662 -0.015547646418311505 0.9808171623594789 0.9606599787281223 0.004933164744582727 -0.01505496105446892 1.0792292691831464 -0.007110457189051332 -0.011312080523650757 0.005975280754559185 -0.02521206320758427 1.0745518268725698 0.9947658259820819 0.005288248340561974 0.8739124584540549 -0.0010229167181919556 -0.0016412410273015745 -0.007130509092396142 -0.005527031883968976 -0.023199807635186833 1.0425101992720351 0.8706135243464418 0.027864309609033938 -0.014107816734897805 0.005508497358513348 1.1492233642488812 0.8473860696205899 0.8668284989757554 -0.02298585902482734 -0.005077833278732179 -0.013699550954873388 0.012609877898896203 0.966281930494986 -0.02029141950669942 1.006804255360869 0.005979660929635108 0.8340803728698215 -0.023062936575961836 0.8668161761829053 0.8405418020717823 0.009974604746305413 -0.013174397301332047 0.012390615020139575 0.9798022658092035 0.004818798129529662 0.9580923848205736 1.018504554255623 0.8058017068452148 1.0739741929205726 -0.00484418877251176 -0.029167813616332233 1.1919444731819508 1.1753342704697256 1.1205797499210317 0.7730806606492229 0.01573571296823111 0.8060670563635152 1.159624623042856 1.1241615178401663 1.1404719077974665 1.100702699737136 0.015496955363569962
